MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
61,120003.96,M,M,1999992.0,1.0,TYPE-A,44,2,MONTHLY,INFORCE,2013-01-22,2025-04-20
17,160001.06,M,M,1500000.0,1.0,TYPE-A,58,1,SEMI-ANNUAL,INFORCE,2013-01-24,2025-04-20
101,243910.94,M,M,1599996.0,1.0,TYPE-A,30,0,SEMI-ANNUAL,INFORCE,2013-01-30,2025-04-20
80,121240.38,M,M,399996.0,2.0,TYPE-A,51,0,SEMI-ANNUAL,INFORCE,2013-01-24,2025-04-20
96,119998.44,M,M,999996.0,2.0,TYPE-A,39,0,MONTHLY,INFORCE,2013-01-23,2025-04-20
17,150000.16,M,F,999996.0,1.0,TYPE-A,56,0,ANNUAL,INFORCE,2013-01-25,2025-04-20
17,119996.04,M,F,300000.0,2.0,TYPE-A,59,2,MONTHLY,INFORCE,2013-01-29,2025-04-20
17,120639.6,M,F,249996.0,1.0,TYPE-A,41,0,MONTHLY,INFORCE,2013-01-25,2025-04-20
12,500000.0,M,M,999996.0,2.0,TYPE-B,39,1,ANNUAL,INFORCE,2013-03-12,2025-04-20
17,103162.66,M,F,549996.0,6.0,TYPE-A,67,1,ANNUAL,INFORCE,2013-01-25,2025-04-20
12,100000.0,M,M,600000.0,2.0,TYPE-B,70,3,SEMI-ANNUAL,INFORCE,2013-01-31,2025-04-20
17,140103.12,M,F,549996.0,6.0,TYPE-A,67,1,MONTHLY,INFORCE,2013-01-25,2025-04-20
17,113316.53,M,M,399996.0,2.0,TYPE-A,43,3,ANNUAL,INFORCE,2013-01-25,2025-04-20
17,185552.16,M,M,349992.0,2.0,TYPE-A,51,1,MONTHLY,CANCELLED,2013-01-25,2013-04-09
17,100000.72,M,F,399996.0,2.0,TYPE-A,42,1,ANNUAL,INFORCE,2013-01-28,2025-04-20
17,160072.44,M,M,499992.0,1.0,TYPE-A,54,2,QUARTERLY,CANCELLED,2013-01-31,2013-05-25
17,157425.24,M,F,399996.0,1.0,TYPE-A,56,1,MONTHLY,CANCELLED,2013-01-28,2013-08-11
17,148449.36,M,F,240000.0,2.0,TYPE-A,57,3,MONTHLY,INFORCE,2013-01-28,2025-04-20
32,254216.23,M,M,2799996.0,2.0,TYPE-A,39,3,ANNUAL,INFORCE,2013-01-25,2025-04-20
22,199999.8,M,M,1075524.0,2.0,TYPE-A,44,3,ANNUAL,INFORCE,2013-01-28,2025-04-20
12,175000.0,M,M,499992.0,2.0,TYPE-B,43,1,ANNUAL,INFORCE,2013-01-28,2025-04-20
17,119992.32,M,M,1347960.0,1.0,TYPE-A,52,2,MONTHLY,INFORCE,2013-01-28,2025-04-20
17,103010.03,M,M,499992.0,1.0,TYPE-A,59,1,ANNUAL,INFORCE,2013-02-14,2025-04-20
17,515450.06,S,M,900000.0,1.0,TYPE-A,26,0,ANNUAL,INFORCE,2013-01-30,2025-04-20
12,200000.0,M,F,549996.0,6.0,TYPE-B,63,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,300000.0,S,M,399996.0,1.0,TYPE-B,23,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,100000.0,M,M,499992.0,1.0,TYPE-B,72,3,ANNUAL,INFORCE,2013-01-30,2025-04-20
12,100000.0,S,M,1899996.0,1.0,TYPE-B,37,0,ANNUAL,INFORCE,2013-01-28,2025-04-20
12,100000.0,M,F,499992.0,1.0,TYPE-B,38,1,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,123000.0,M,M,499992.0,1.0,TYPE-B,63,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,100000.0,S,F,300000.0,2.0,TYPE-B,51,0,ANNUAL,INFORCE,2013-01-28,2025-04-20
17,184470.48,M,M,999996.0,1.0,TYPE-A,54,1,MONTHLY,INFORCE,2013-01-28,2025-04-20
17,123703.56,M,M,499992.0,1.0,TYPE-A,41,1,MONTHLY,INFORCE,2013-01-29,2025-04-20
99,150000.35,M,M,499992.0,1.0,TYPE-A,64,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
95,299999.86,M,M,300000.0,2.0,TYPE-A,34,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
22,199999.81,M,M,799992.0,2.0,TYPE-A,38,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
27,124999.87,M,M,799992.0,2.0,TYPE-A,53,3,ANNUAL,INFORCE,2013-01-29,2025-04-20
12,100000.0,M,M,649992.0,2.0,TYPE-B,44,2,SEMI-ANNUAL,CANCELLED,2013-01-30,2013-09-26
17,200028.59,M,F,498996.0,2.0,TYPE-A,35,1,ANNUAL,INFORCE,2013-01-29,2025-04-20
17,108864.1,M,M,349992.0,1.0,TYPE-A,63,2,ANNUAL,INFORCE,2013-01-29,2025-04-20
12,200000.0,M,F,1200000.0,1.0,TYPE-B,61,0,SEMI-ANNUAL,INFORCE,2013-01-31,2025-04-20
12,10000000.0,M,M,549996.0,2.0,TYPE-B,17,0,ANNUAL,INFORCE,2013-02-15,2025-04-20
12,10100000.0,M,M,549996.0,2.0,TYPE-B,27,0,ANNUAL,INFORCE,2013-02-15,2025-04-20
17,179832.36,M,M,499992.0,1.0,TYPE-A,64,2,MONTHLY,INFORCE,2013-01-29,2025-04-20
102,108494.64,M,F,379992.0,1.0,TYPE-A,27,0,MONTHLY,INFORCE,2013-01-29,2025-04-20
12,200000.0,M,M,549996.0,6.0,TYPE-B,63,2,ANNUAL,INFORCE,2013-02-04,2025-04-20
71,249999.9,M,M,699996.0,2.0,TYPE-A,67,2,ANNUAL,INFORCE,2013-01-30,2025-04-20
22,128656.32,M,F,1999992.0,1.0,TYPE-A,40,0,SEMI-ANNUAL,INFORCE,2013-01-30,2025-04-20
32,102226.11,M,M,450000.0,2.0,TYPE-A,53,3,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,123693.6,S,M,499992.0,1.0,TYPE-A,46,0,MONTHLY,INFORCE,2013-01-31,2025-04-20
12,135000.0,M,M,499992.0,2.0,TYPE-B,68,1,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,101025.75,M,F,399996.0,2.0,TYPE-A,41,3,ANNUAL,INFORCE,2013-01-30,2025-04-20
17,123703.8,M,F,199992.0,1.0,TYPE-A,34,2,MONTHLY,INFORCE,2013-01-30,2025-04-20
12,100000.0,M,F,379992.0,1.0,TYPE-B,59,3,ANNUAL,INFORCE,2013-02-06,2025-04-20
17,124804.92,M,M,399996.0,5.0,TYPE-A,42,1,MONTHLY,INFORCE,2013-01-30,2025-04-20
17,111331.8,M,F,549996.0,4.0,TYPE-A,52,2,MONTHLY,CANCELLED,2013-01-31,2013-04-12
22,154999.99,M,F,999996.0,2.0,TYPE-A,81,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,200000.0,M,M,549996.0,2.0,TYPE-B,45,2,SEMI-ANNUAL,CANCELLED,2013-01-31,2013-09-26
61,299999.93,S,M,9000000.0,1.0,TYPE-A,44,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
86,110000.45,M,M,1500000.0,2.0,TYPE-A,56,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
74,107320.82,S,M,549996.0,2.0,TYPE-A,29,0,SEMI-ANNUAL,CANCELLED,2013-01-31,2013-08-27
101,121219.92,M,M,180000.0,1.0,TYPE-A,44,0,MONTHLY,INFORCE,2013-01-31,2025-04-20
12,200000.0,M,F,180000.0,2.0,TYPE-B,29,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,106238.4,M,F,499992.0,2.0,TYPE-A,65,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,125000.0,M,M,549996.0,6.0,TYPE-A,64,1,ANNUAL,INFORCE,2013-02-14,2025-04-20
12,120000.96,M,F,600000.0,2.0,TYPE-B,49,3,MONTHLY,CANCELLED,2013-02-05,2013-08-04
54,199999.75,M,M,799992.0,1.0,TYPE-A,51,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,104959.8,M,F,399996.0,2.0,TYPE-A,62,2,MONTHLY,INFORCE,2013-01-31,2025-04-20
17,248397.72,M,M,1999992.0,1.0,TYPE-A,50,2,MONTHLY,INFORCE,2013-01-31,2025-04-20
27,123705.84,S,F,300000.0,1.0,TYPE-A,42,0,MONTHLY,INFORCE,2013-01-31,2025-04-20
17,118492.47,M,M,699996.0,1.0,TYPE-A,55,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,101990.64,M,M,549996.0,6.0,TYPE-A,65,2,MONTHLY,INFORCE,2013-01-31,2025-04-20
32,101814.16,M,F,549996.0,6.0,TYPE-A,60,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,135000.0,W,F,549996.0,6.0,TYPE-B,60,0,ANNUAL,INFORCE,2013-02-08,2025-04-20
17,103092.98,M,M,999996.0,1.0,TYPE-A,56,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,186746.96,M,M,799992.0,1.0,TYPE-A,39,2,SEMI-ANNUAL,INFORCE,2013-01-31,2025-04-20
12,100000.0,M,M,399996.0,2.0,TYPE-B,47,3,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,240892.2,M,M,549996.0,6.0,TYPE-A,61,2,MONTHLY,INFORCE,2013-02-05,2025-04-20
17,132000.0,M,F,499992.0,2.0,TYPE-A,60,2,MONTHLY,INFORCE,2013-01-31,2025-04-20
12,101000.0,S,M,300000.0,2.0,TYPE-B,26,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
22,100000.42,S,F,499992.0,2.0,TYPE-A,38,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,100000.0,M,F,399996.0,2.0,TYPE-B,55,0,ANNUAL,INFORCE,2013-01-31,2025-04-20
22,103090.03,M,M,1999992.0,1.0,TYPE-A,30,3,ANNUAL,INFORCE,2013-01-31,2025-04-20
27,120028.44,M,M,1299996.0,1.0,TYPE-A,40,2,MONTHLY,INFORCE,2013-01-31,2025-04-20
22,199999.8,M,M,1075524.0,2.0,TYPE-A,44,1,ANNUAL,INFORCE,2013-01-31,2025-04-20
17,114998.96,M,M,469992.0,2.0,TYPE-A,50,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,100000.8,M,M,600000.0,2.0,TYPE-B,66,1,MONTHLY,INFORCE,2013-02-12,2025-04-20
22,150000.11,M,M,999996.0,1.0,TYPE-A,34,2,ANNUAL,INFORCE,2013-02-18,2025-04-20
12,220000.0,M,M,7399992.0,2.0,TYPE-B,37,3,ANNUAL,INFORCE,2013-02-06,2025-04-20
12,220000.0,M,M,7399992.0,2.0,TYPE-B,37,2,ANNUAL,INFORCE,2013-02-06,2025-04-20
22,100000.42,M,M,999996.0,1.0,TYPE-A,34,3,ANNUAL,INFORCE,2013-02-04,2025-04-20
17,122895.32,M,M,720000.0,1.0,TYPE-A,58,2,ANNUAL,INFORCE,2013-01-31,2025-04-20
12,200000.0,S,M,799992.0,2.0,TYPE-B,29,0,SEMI-ANNUAL,CANCELLED,2013-01-31,2013-09-26
22,117303.84,M,M,8400000.0,1.0,TYPE-A,51,1,ANNUAL,INFORCE,2013-02-11,2025-04-20
12,250001.0,M,M,549996.0,6.0,TYPE-B,63,1,ANNUAL,INFORCE,2013-02-13,2025-04-20
51,149999.76,M,M,549996.0,6.0,TYPE-A,83,2,ANNUAL,INFORCE,2013-02-25,2025-04-20
12,105563.0,M,M,499992.0,2.0,TYPE-B,72,2,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,197000.0,M,M,349992.0,2.0,TYPE-B,33,1,ANNUAL,INFORCE,2013-02-08,2025-04-20
12,100000.0,M,M,549996.0,6.0,TYPE-B,62,1,ANNUAL,INFORCE,2013-02-08,2025-04-20
17,239984.64,M,M,499992.0,2.0,TYPE-A,60,2,MONTHLY,INFORCE,2013-02-07,2025-04-20
17,120003.48,M,F,549996.0,6.0,TYPE-A,84,3,SEMI-ANNUAL,CANCELLED,2013-02-06,2013-09-05
82,100000.3,M,M,600000.0,2.0,TYPE-A,58,0,ANNUAL,INFORCE,2013-02-06,2025-04-20
82,100000.3,M,F,600000.0,2.0,TYPE-A,56,0,ANNUAL,INFORCE,2013-02-15,2025-04-20
17,123588.84,M,F,399996.0,1.0,TYPE-A,48,3,MONTHLY,INFORCE,2013-02-07,2025-04-20
27,200075.32,M,M,1800000.0,1.0,TYPE-A,50,3,ANNUAL,INFORCE,2013-02-14,2025-04-20
82,100012.4,M,F,600000.0,2.0,TYPE-A,55,0,ANNUAL,INFORCE,2013-02-14,2025-04-20
12,144658.0,M,M,2199996.0,2.0,TYPE-B,65,3,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,135000.0,M,M,2199996.0,2.0,TYPE-B,65,1,ANNUAL,INFORCE,2013-02-28,2025-04-20
17,122980.32,M,M,999996.0,1.0,TYPE-A,44,1,MONTHLY,INFORCE,2013-02-18,2025-04-20
17,128001.48,M,M,499992.0,2.0,TYPE-A,54,1,QUARTERLY,INFORCE,2013-02-08,2025-04-20
67,199999.84,M,M,549996.0,6.0,TYPE-A,68,2,ANNUAL,INFORCE,2013-02-25,2025-04-20
12,200000.0,M,M,1800000.0,2.0,TYPE-B,53,0,ANNUAL,INFORCE,2013-02-13,2025-04-20
99,211958.73,M,M,999996.0,2.0,TYPE-A,51,0,ANNUAL,INFORCE,2013-02-13,2025-04-20
17,120000.92,M,M,600000.0,2.0,TYPE-A,50,2,QUARTERLY,INFORCE,2013-02-11,2025-04-20
17,123716.98,M,M,549996.0,6.0,TYPE-A,66,1,SEMI-ANNUAL,CANCELLED,2013-02-11,2013-09-08
22,103090.06,M,M,799992.0,2.0,TYPE-A,52,0,ANNUAL,INFORCE,2013-02-18,2025-04-20
22,199987.32,M,M,349992.0,1.0,TYPE-A,27,2,MONTHLY,CANCELLED,2013-02-12,2013-05-27
12,130000.0,M,M,999996.0,1.0,TYPE-B,43,1,ANNUAL,INFORCE,2013-02-15,2025-04-20
85,299999.77,M,F,649992.0,2.0,TYPE-A,64,0,ANNUAL,INFORCE,2013-02-18,2025-04-20
12,100000.0,M,F,399996.0,1.0,TYPE-B,69,2,ANNUAL,INFORCE,2013-02-28,2025-04-20
96,416400.07,M,M,949992.0,1.0,TYPE-A,59,0,ANNUAL,INFORCE,2013-02-26,2025-04-20
12,100000.0,M,M,450000.0,2.0,TYPE-B,45,1,ANNUAL,INFORCE,2013-02-13,2025-04-20
12,100000.0,M,M,349992.0,2.0,TYPE-B,51,1,ANNUAL,INFORCE,2013-02-13,2025-04-20
17,121183.2,M,M,900000.0,1.0,TYPE-A,37,1,MONTHLY,INFORCE,2013-02-13,2025-04-20
17,100000.41,S,M,399996.0,5.0,TYPE-A,24,0,ANNUAL,INFORCE,2013-02-13,2025-04-20
17,200000.04,M,M,1200000.0,1.0,TYPE-A,60,2,QUARTERLY,INFORCE,2013-02-14,2025-04-20
12,199993.56,S,M,396000.0,1.0,TYPE-B,20,0,MONTHLY,CANCELLED,2013-02-18,2013-07-13
87,169999.93,M,M,600000.0,1.0,TYPE-A,49,0,ANNUAL,INFORCE,2013-02-18,2025-04-20
17,100000.44,M,M,600000.0,2.0,TYPE-A,43,1,ANNUAL,INFORCE,2013-02-27,2025-04-20
17,124258.8,M,M,1999992.0,1.0,TYPE-A,45,0,MONTHLY,INFORCE,2013-02-19,2025-04-20
17,309295.56,M,M,999996.0,2.0,TYPE-A,47,3,MONTHLY,INFORCE,2013-02-14,2025-04-20
17,247279.92,M,M,900000.0,2.0,TYPE-A,48,3,MONTHLY,INFORCE,2013-02-14,2025-04-20
17,119994.96,M,M,600000.0,1.0,TYPE-A,54,2,MONTHLY,INFORCE,2013-02-18,2025-04-20
61,299999.93,S,M,9000000.0,1.0,TYPE-A,44,0,ANNUAL,INFORCE,2013-02-13,2025-04-20
17,186301.44,M,M,549996.0,6.0,TYPE-A,69,3,MONTHLY,INFORCE,2013-02-21,2025-04-20
54,199999.75,M,M,799992.0,1.0,TYPE-A,51,3,ANNUAL,INFORCE,2013-02-14,2025-04-20
12,100000.0,M,F,499992.0,2.0,TYPE-B,61,2,ANNUAL,INFORCE,2013-02-14,2025-04-20
17,122542.06,M,M,399996.0,2.0,TYPE-A,35,2,SEMI-ANNUAL,INFORCE,2013-02-14,2025-04-20
27,100496.85,M,F,379992.0,2.0,TYPE-A,36,1,ANNUAL,INFORCE,2013-02-15,2025-04-20
17,105000.31,S,F,289992.0,2.0,TYPE-A,38,0,ANNUAL,INFORCE,2013-02-27,2025-04-20
27,122999.88,M,F,549996.0,2.0,TYPE-A,55,0,MONTHLY,INFORCE,2013-02-15,2025-04-20
65,162000.43,M,M,799992.0,1.0,TYPE-A,75,3,ANNUAL,INFORCE,2013-02-14,2025-04-20
67,162000.3,M,M,799992.0,1.0,TYPE-A,75,2,ANNUAL,INFORCE,2013-02-14,2025-04-20
22,150786.91,M,M,12499992.0,1.0,TYPE-A,48,1,ANNUAL,INFORCE,2013-05-31,2025-04-20
17,140103.12,M,F,549996.0,6.0,TYPE-A,68,3,MONTHLY,INFORCE,2013-02-15,2025-04-20
17,199751.82,M,M,1200000.0,1.0,TYPE-A,60,3,SEMI-ANNUAL,INFORCE,2013-02-15,2025-04-20
12,100000.0,M,M,15926724.0,2.0,TYPE-B,44,1,SEMI-ANNUAL,CANCELLED,2013-02-18,2013-10-17
17,299999.84,M,M,549996.0,6.0,TYPE-A,80,3,ANNUAL,INFORCE,2013-02-15,2025-04-20
17,116171.5,M,F,499992.0,2.0,TYPE-A,53,0,SEMI-ANNUAL,INFORCE,2013-02-18,2025-04-20
17,207000.29,M,F,499992.0,1.0,TYPE-A,41,1,ANNUAL,INFORCE,2013-02-18,2025-04-20
12,200000.0,M,F,1200000.0,1.0,TYPE-B,61,0,SEMI-ANNUAL,CANCELLED,2013-02-18,2013-10-15
17,200001.96,M,M,600000.0,2.0,TYPE-A,73,0,SEMI-ANNUAL,INFORCE,2013-02-18,2025-04-20
17,116166.17,M,M,600000.0,1.0,TYPE-A,56,1,ANNUAL,INFORCE,2013-02-18,2025-04-20
17,123710.4,M,F,399996.0,1.0,TYPE-A,58,1,MONTHLY,INFORCE,2013-02-18,2025-04-20
12,197000.52,M,F,375000.0,1.0,TYPE-B,27,1,MONTHLY,CANCELLED,2013-02-19,2013-07-18
17,111703.38,M,F,549996.0,6.0,TYPE-A,66,0,ANNUAL,INFORCE,2013-02-18,2025-04-20
12,722000.0,M,M,999996.0,1.0,TYPE-B,41,2,ANNUAL,INFORCE,2013-02-28,2025-04-20
27,100007.51,M,M,6000000.0,2.0,TYPE-A,42,2,ANNUAL,INFORCE,2013-02-18,2025-04-20
27,100502.88,M,F,399996.0,2.0,TYPE-A,63,0,ANNUAL,INFORCE,2013-02-27,2025-04-20
17,102232.79,M,F,360000.0,1.0,TYPE-A,59,3,ANNUAL,INFORCE,2013-02-18,2025-04-20
17,309271.68,M,M,999996.0,1.0,TYPE-A,51,0,MONTHLY,INFORCE,2013-02-18,2025-04-20
27,165796.68,M,F,375000.0,1.0,TYPE-A,51,3,MONTHLY,INFORCE,2013-02-18,2025-04-20
27,101953.33,S,M,600000.0,1.0,TYPE-A,30,0,ANNUAL,INFORCE,2013-02-18,2025-04-20
17,247831.66,M,F,549996.0,6.0,TYPE-A,63,2,ANNUAL,INFORCE,2013-02-22,2025-04-20
17,117324.67,M,F,499992.0,1.0,TYPE-A,57,3,ANNUAL,INFORCE,2013-02-18,2025-04-20
17,116706.7,M,F,279996.0,1.0,TYPE-A,60,2,SEMI-ANNUAL,INFORCE,2013-02-18,2025-04-20
18,130415.36,M,M,1099992.0,1.0,TYPE-A,62,1,SEMI-ANNUAL,INFORCE,2013-02-28,2025-04-20
12,400000.0,M,M,3499992.0,1.0,TYPE-B,60,1,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,150000.0,M,F,300000.0,2.0,TYPE-B,29,3,ANNUAL,INFORCE,2013-02-19,2025-04-20
27,153515.44,M,M,999996.0,2.0,TYPE-A,49,1,ANNUAL,INFORCE,2013-02-25,2025-04-20
17,121195.32,M,M,780000.0,1.0,TYPE-A,34,2,MONTHLY,INFORCE,2013-02-19,2025-04-20
12,100000.0,M,M,499992.0,2.0,TYPE-B,36,1,ANNUAL,INFORCE,2013-02-19,2025-04-20
12,120000.96,S,M,499992.0,2.0,TYPE-B,24,0,MONTHLY,CANCELLED,2013-02-19,2013-07-18
12,147000.0,M,M,1200000.0,2.0,TYPE-B,65,0,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,100000.8,M,M,375000.0,1.0,TYPE-B,43,1,MONTHLY,CANCELLED,2013-02-19,2013-07-18
17,103090.03,M,F,499992.0,2.0,TYPE-A,34,2,ANNUAL,INFORCE,2013-02-19,2025-04-20
12,102000.72,S,M,360000.0,1.0,TYPE-B,26,0,MONTHLY,CANCELLED,2013-02-20,2013-07-19
12,120000.96,M,M,300000.0,2.0,TYPE-B,34,2,MONTHLY,INFORCE,2013-02-21,2025-04-20
96,107335.36,M,M,399996.0,6.0,TYPE-A,77,0,ANNUAL,INFORCE,2013-02-20,2025-04-20
12,596000.0,S,M,999996.0,1.0,TYPE-B,30,0,SEMI-ANNUAL,CANCELLED,2013-02-27,2013-10-26
61,121004.29,M,M,699996.0,1.0,TYPE-A,44,3,ANNUAL,INFORCE,2013-02-20,2025-04-20
90,119999.64,M,M,1044000.0,1.0,TYPE-A,44,0,MONTHLY,INFORCE,2013-03-26,2025-04-20
79,119994.84,S,M,600000.0,1.0,TYPE-A,24,0,MONTHLY,INFORCE,2013-02-20,2025-04-20
22,175000.5,S,M,799992.0,1.0,TYPE-A,27,0,ANNUAL,INFORCE,2013-02-20,2025-04-20
12,200000.0,M,F,649992.0,2.0,TYPE-B,38,2,ANNUAL,INFORCE,2013-02-27,2025-04-20
12,100000.0,M,F,549996.0,4.0,TYPE-B,58,3,ANNUAL,INFORCE,2013-02-21,2025-04-20
22,100000.0,M,F,799992.0,2.0,TYPE-B,60,1,ANNUAL,INFORCE,2013-02-28,2025-04-20
22,100000.0,M,F,799992.0,2.0,TYPE-B,60,3,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,350000.0,S,M,549996.0,1.0,TYPE-B,25,0,ANNUAL,INFORCE,2013-03-13,2025-04-20
43,699999.97,M,M,17400000.0,1.0,TYPE-A,62,3,ANNUAL,INFORCE,2013-03-15,2025-04-20
12,100000.0,M,M,549996.0,6.0,TYPE-B,62,2,ANNUAL,INFORCE,2013-02-20,2025-04-20
97,150000.68,M,F,679164.0,2.0,TYPE-A,34,0,ANNUAL,INFORCE,2013-02-21,2025-04-20
85,100000.9,M,F,300000.0,2.0,TYPE-A,45,0,SEMI-ANNUAL,INFORCE,2013-02-22,2025-04-20
12,200001.6,M,M,499992.0,2.0,TYPE-B,45,2,MONTHLY,CANCELLED,2013-02-28,2013-07-27
17,103089.84,M,M,549996.0,6.0,TYPE-A,67,3,ANNUAL,INFORCE,2013-02-22,2025-04-20
17,123232.16,M,F,549996.0,6.0,TYPE-A,58,3,SEMI-ANNUAL,INFORCE,2013-02-22,2025-04-20
12,308354.0,M,M,549996.0,6.0,TYPE-B,74,1,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,120000.0,M,M,444000.0,1.0,TYPE-B,56,1,SEMI-ANNUAL,CANCELLED,2013-02-28,2013-10-27
17,131199.72,M,F,799992.0,1.0,TYPE-A,62,3,MONTHLY,INFORCE,2013-02-25,2025-04-20
94,221299.93,M,M,499992.0,1.0,TYPE-A,45,0,ANNUAL,INFORCE,2013-02-25,2025-04-20
12,215572.0,M,M,549996.0,6.0,TYPE-B,70,3,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,220311.0,M,M,349992.0,1.0,TYPE-B,69,3,ANNUAL,INFORCE,2013-02-28,2025-04-20
12,217606.0,M,M,349992.0,1.0,TYPE-B,69,1,ANNUAL,INFORCE,2013-02-27,2025-04-20
76,300000.04,M,F,649992.0,2.0,TYPE-A,64,0,ANNUAL,INFORCE,2013-02-25,2025-04-20
17,103914.36,M,M,600000.0,1.0,TYPE-A,63,3,MONTHLY,INFORCE,2013-02-25,2025-04-20
12,200000.0,M,M,549996.0,6.0,TYPE-B,73,3,ANNUAL,INFORCE,2013-03-05,2025-04-20
66,203008.44,M,M,499992.0,2.0,TYPE-A,37,3,MONTHLY,CANCELLED,2013-02-28,2013-04-12
96,103696.41,M,M,1699992.0,1.0,TYPE-A,37,0,ANNUAL,INFORCE,2013-02-25,2025-04-20
63,206191.73,M,M,999996.0,1.0,TYPE-A,42,3,ANNUAL,INFORCE,2013-02-28,2025-04-20
17,206185.2,S,M,499992.0,1.0,TYPE-A,25,0,QUARTERLY,INFORCE,2013-02-26,2025-04-20
12,100000.0,M,M,399996.0,2.0,TYPE-B,51,2,ANNUAL,INFORCE,2013-02-26,2025-04-20
17,125722.96,M,M,699996.0,2.0,TYPE-A,58,3,SEMI-ANNUAL,INFORCE,2013-02-25,2025-04-20
71,200000.4,M,M,549996.0,6.0,TYPE-A,67,0,ANNUAL,INFORCE,2013-02-26,2025-04-20
17,300000.16,M,M,549996.0,6.0,TYPE-A,49,3,SEMI-ANNUAL,INFORCE,2013-02-26,2025-04-20
17,103092.82,S,M,549996.0,6.0,TYPE-A,58,0,ANNUAL,INFORCE,2013-02-26,2025-04-20
17,100000.12,M,F,549996.0,6.0,TYPE-A,63,0,ANNUAL,INFORCE,2013-02-26,2025-04-20
17,121195.32,S,F,499992.0,1.0,TYPE-A,35,0,MONTHLY,INFORCE,2013-02-25,2025-04-20
22,101892.12,M,M,600000.0,1.0,TYPE-A,42,1,MONTHLY,CANCELLED,2013-02-25,2013-06-09
17,113870.74,M,F,409992.0,1.0,TYPE-A,47,1,ANNUAL,INFORCE,2013-02-25,2025-04-20
82,129300.0,M,M,1200000.0,1.0,TYPE-A,59,0,ANNUAL,INFORCE,2013-02-27,2025-04-20
17,189895.74,M,F,600000.0,2.0,TYPE-A,49,0,ANNUAL,INFORCE,2013-02-26,2025-04-20
17,191221.68,M,M,499992.0,2.0,TYPE-A,74,2,MONTHLY,INFORCE,2013-02-27,2025-04-20
17,100000.7,M,M,3403848.0,2.0,TYPE-A,45,0,ANNUAL,INFORCE,2013-02-27,2025-04-20
17,108897.06,M,M,799992.0,2.0,TYPE-A,52,2,ANNUAL,INFORCE,2013-02-27,2025-04-20
22,100000.0,M,F,399996.0,2.0,TYPE-B,36,1,ANNUAL,INFORCE,2013-02-26,2025-04-20
12,240001.92,M,M,1200000.0,2.0,TYPE-B,33,2,MONTHLY,CANCELLED,2013-02-26,2013-07-25
17,147368.53,M,M,1800000.0,1.0,TYPE-A,63,2,ANNUAL,INFORCE,2013-03-31,2025-04-20
12,150000.0,M,M,1599996.0,1.0,TYPE-B,60,0,ANNUAL,INFORCE,2013-02-27,2025-04-20
17,112218.0,M,F,499992.0,2.0,TYPE-A,38,1,ANNUAL,INFORCE,2013-02-28,2025-04-20
99,221299.93,M,M,499992.0,1.0,TYPE-A,45,0,ANNUAL,INFORCE,2013-02-26,2025-04-20
22,124999.78,M,F,249996.0,2.0,TYPE-A,35,1,ANNUAL,INFORCE,2013-02-26,2025-04-20
12,100000.0,M,M,999996.0,1.0,TYPE-B,40,3,SEMI-ANNUAL,CANCELLED,2013-02-28,2013-10-27
12,500000.0,M,M,7200000.0,1.0,TYPE-B,56,0,ANNUAL,INFORCE,2013-02-27,2025-04-20
17,180959.4,M,M,399996.0,1.0,TYPE-A,49,0,MONTHLY,INFORCE,2013-02-28,2025-04-20
